# alias	preferred	status	lang	note
米尔诺夫圈	米尔诺夫线圈	forbidden	zh	缺字'线'：正确为 米尔诺夫线圈
粉尘传输	粉尘输运	forbidden	zh	误译transport(输运≠传输)：正确为 粉尘输运
粉尘清单	粉尘存量	forbidden	zh	误译inventory：正确为 粉尘存量
粉尘生成	粉尘产生	deprecated	zh	非标准：应为 粉尘产生
粉碎弹丸注射	碎裂弹丸注入	forbidden	zh	误译：正确为 碎裂弹丸注入
粒子内胞法	粒子网格法	forbidden	zh	误译in-cell：正确为 粒子网格法
粒子反射率	粒子反射系数	forbidden	zh	误译coefficient(系数≠率)：正确为 粒子反射系数
粒子反弹系数	粒子反射系数	forbidden	zh	误译reflection(反射≠反弹)：正确为 粒子反射系数
粒子封闭时间	粒子约束时间	forbidden	zh	误译confinement：正确为 粒子约束时间
粒子挤压	粒子箍缩	forbidden	zh	误译pinch(箍缩≠挤压)：正确为 粒子箍缩
粒子捏缩	粒子箍缩	forbidden	zh	误译pinch(箍缩≠捏缩)：正确为 粒子箍缩
粒子收缩	粒子箍缩	forbidden	zh	误译pinch(箍缩≠收缩)：正确为 粒子箍缩
粒子池法	粒子网格法	forbidden	zh	误译：正确为 粒子网格法
粒子限制时间	粒子约束时间	forbidden	zh	误译confinement：正确为 粒子约束时间
粗侵蚀	总侵蚀	forbidden	zh	误译gross(总≠粗)：正确为 总侵蚀
粘附模式	贴靠模式	forbidden	zh	误译attached(贴靠≠粘附)：正确为 贴靠模式
紊流压制	湍流抑制	forbidden	zh	双误(紊流+压制)：正确为 湍流抑制
紊流扩散	湍流扩散输运	forbidden	zh	误译turbulent(湍流≠紊流)：正确为 湍流扩散输运
紊流饱和	湍流饱和	forbidden	zh	误译turbulence：正确为 湍流饱和
索尔普斯迭代	SOLPS-ITER	forbidden	zh	literal transliteration of SOLPS-ITER
索雷效应	热扩散	forbidden	zh	误音译Soret：正确英文为 Soret effect
紧凑环面体	紧凑环	forbidden	zh	误译toroid：正确为 紧凑环
紧凑环面注入	紧凑环注入	forbidden	zh	误译toroid(环≠环面)：正确为 紧凑环注入
紧急规划区	应急计划区	forbidden	zh	误译emergency+planning：正确为 应急计划区
繁殖包层	产氚包层	forbidden	zh	误译breeding：正确为 产氚包层
繁殖区	增殖区	forbidden	zh	误译breeding：正确为 增殖区
繁殖器氚提取系统	增殖剂氚提取系统	forbidden	zh	误译breeder：正确为 增殖剂氚提取系统
繁殖层	产氚包层	forbidden	zh	误译breeding：正确为 产氚包层
繁殖材料	增殖材料	forbidden	zh	误译breeding(增殖≠繁殖)：正确为 增殖材料
繁殖毯	产氚包层	forbidden	zh	误译breeding+blanket：正确为 产氚包层
红外温度摄影	红外热成像	forbidden	zh	误译thermography：正确为 红外热像
红外热图法	红外热成像	deprecated	zh	非标准：应为 红外热成像
红外热成像术	红外热成像	deprecated	zh	啰嗦(热像≠热成像术)：应为 红外热像
红外热摄影	红外热成像	forbidden	zh	误译thermography(热像≠热摄影)：正确为 红外热像
纤维状结构	等离子体丝状体	forbidden	zh	误译filament(丝状体≠纤维状结构)：正确为 等离子体丝状体
约束功能	包容功能	forbidden	zh	误译confinement：安全语境应为 包容功能
约束屏障	包容屏障	forbidden	zh	误译confinement：安全语境应为 包容屏障
约束改善因子	H因子	deprecated	zh	非标准(改善→增强)：应为 H因子/约束增强因子
约束时间	能量约束时间	deprecated	zh	歧义(缺'能量')：应为 能量约束时间
约束缩放律	约束标度律	forbidden	zh	误译scaling：正确为 约束标度律
级联伤害	级联损伤	forbidden	zh	误译damage：正确为 级联损伤
级联破坏	级联损伤	forbidden	zh	误译damage(损伤≠破坏)：正确为 级联损伤
纯侵蚀	净侵蚀	forbidden	zh	误译net(净≠纯)：正确为 净侵蚀
纯电力	净电功率	forbidden	zh	误译net+power：正确为 净电功率
纳米凹痕	纳米压痕	forbidden	zh	误译indentation：正确为 纳米压痕
纳米压入	纳米压痕	deprecated	zh	非标准(压痕≠压入)：应为 纳米压痕
纳米缩进	纳米压痕	forbidden	zh	AI误译indent(压痕≠代码缩进)：正确为 纳米压痕
纽结模	扭曲模	forbidden	zh	误译kink(扭曲≠纽结)：正确为 扭曲模
线圈复杂性	线圈复杂度	deprecated	zh	非标准：应为 线圈复杂度
线性辐射	线辐射	forbidden	zh	误译line(线≠线性)：正确为 线辐射
组件生命周期	部件寿命	forbidden	zh	误译lifetime：正确为 部件寿命
组件鉴定	部件鉴定	deprecated	zh	非标准：应为 部件鉴定
终极拉伸强度	极限抗拉强度	forbidden	zh	AI误译ultimate(极限≠终极)：正确为 极限抗拉强度
终端核数据库	ENDF	forbidden	zh	wrong expansion of acronym
经过粒子	通行粒子	forbidden	zh	误译passing：正确为 通行粒子
绕线包	绕组包	deprecated	zh	非标准：应为 绕组包
维尔收缩	瓦尔箍缩	forbidden	zh	双误(音译+pinch)：正确为 瓦尔箍缩
维护端口	维护窗口	forbidden	zh	误译port：聚变应为 维护窗口
综合诊断	合成诊断	forbidden	zh	误译synthetic：正确为 合成诊断
缓慢波	慢波	forbidden	zh	误译slow：正确为 慢波
网格产生	网格生成	deprecated	zh	非标准：应为 网格生成
罗戈斯基线圈	罗戈夫斯基线圈	deprecated	zh	音译变体：应为 罗戈夫斯基线圈
罗科夫斯基线圈	罗戈夫斯基线圈	forbidden	zh	音译错：正确为 罗戈夫斯基线圈
置换不稳定性	交换不稳定性	forbidden	zh	误译interchange(化学义)：正确为 交换不稳定性
置换能	位移阈能	forbidden	zh	误译displacement(位移≠置换)：正确为 位移阈能
翻译	平移	forbidden	zh	误译(语言义)：FRC语境正确为 平移
翻转不稳定性	倾斜不稳定性	forbidden	zh	误译tilt：正确为 倾斜不稳定性
职业剂量极限	职业剂量限值	forbidden	zh	误译limit：正确为 职业剂量限值
职业放射暴露	职业辐射照射	forbidden	zh	误译radiation+exposure：正确为 职业辐射照射
职业暴露	职业照射	forbidden	zh	误译exposure：正确为 职业照射
职业暴露量	职业剂量	forbidden	zh	误译dose(剂量≠暴露量)：正确为 职业剂量
职业辐射	职业剂量	forbidden	zh	误译dose(剂量≠辐射)：正确为 职业剂量
职业辐射暴露	职业辐射照射	forbidden	zh	误译exposure(照射≠暴露)：正确为 职业辐射照射
联合欧洲环	JET	forbidden	zh	非官方简译(装置名应保留 JET)
联合沉积	共沉积	forbidden	zh	误译co-：正确为 共沉积
联系长度	连接长度	forbidden	zh	误译connection(连接≠联系)：正确为 连接长度
联邦融合系统	联邦聚变系统	forbidden	zh	误译fusion：正确为 联邦聚变系统
聚变三参数	三重积	forbidden	zh	误译：正确为 聚变三乘积
聚变三重积	三重积	deprecated	zh	非标准：应为 聚变三乘积
聚变产品光谱	聚变产物能谱	forbidden	zh	误译product+spectrum：正确为 聚变产物能谱
聚变产物光谱	聚变产物能谱	forbidden	zh	误译spectrum(能谱≠光谱)：正确为 聚变产物能谱
聚变倍增	聚变增益因子	forbidden	zh	倍增=doubling, wrong term
聚变反应性	聚变反应率	forbidden	zh	误译reactivity：正确为 聚变反应率
聚变反应活性	聚变反应率	forbidden	zh	误译reactivity：正确为 聚变反应率
聚变发电厂	聚变电站	forbidden	zh	误译：正确为 聚变电站
聚变发电站	聚变电站	deprecated	zh	非标准：应为 聚变电站
聚变收益	聚变增益因子	forbidden	zh	收益=financial return
聚变横截面	聚变截面	forbidden	zh	误译(几何义)：核物理应为 聚变截面
聚变试点电站	聚变试验电站	forbidden	zh	误译pilot：正确为 聚变试验电站
聚变试验工厂	聚变试验电站	forbidden	zh	误译plant：正确为 聚变试验电站
聚变路标	聚变路线图	forbidden	zh	误译roadmap：正确为 聚变路线图
肠型不稳定性	腊肠不稳定性	forbidden	zh	误译sausage：正确为 腊肠不稳定性
育种材料	增殖材料	forbidden	zh	误译breeding(增殖≠育种)：正确为 增殖材料
育种氚提取系统	增殖剂氚提取系统	forbidden	zh	误译breeder(增殖剂≠育种)：正确为 增殖剂氚提取系统
胶囊内爆	靶丸内爆	forbidden	zh	误译capsule：ICF应为 靶丸内爆
能量分散光谱	能谱分析	forbidden	zh	AI误译dispersive+spectroscopy：正确为 能谱分析
能量增长	能量增益	forbidden	zh	误译gain：正确为 能量增益
能量封闭时间	能量约束时间	forbidden	zh	误译confinement：正确为 能量约束时间
能量弥散谱	能谱分析	forbidden	zh	误译dispersive(色散≠弥散)：正确为 能谱分析
能量粒子	高能粒子	forbidden	zh	误译energetic：正确为 高能粒子
能量色散谱	能谱分析	deprecated	zh	非标准(能谱≠能量色散谱)：应为 能谱分析
能量限制时间	能量约束时间	forbidden	zh	误译confinement：正确为 能量约束时间
脆性化	脆化	forbidden	zh	误译embrittlement(脆化≠脆性化)：正确为 脆化
脆裂	脆化	forbidden	zh	误译(脆化≠脆裂)：正确为 脆化
脆韧转变温度	韧脆转变温度	deprecated	zh	语序非标准(韧脆≠脆韧)：应为 韧脆转变温度
脉冲极性电流驱动	脉冲极向电流驱动	forbidden	zh	误译poloidal(极向≠极性)：正确为 脉冲极向电流驱动
脱位	位错	forbidden	zh	误译(医学义)：正确为 位错
脱吸	脱附	forbidden	zh	误译(脱附≠脱吸)：正确为 脱附
脱气	出气	deprecated	zh	非标准：应为 出气
脱氚	去氚	deprecated	zh	非标准：应为 去氚
脱离前锋	脱靶前沿	forbidden	zh	误译detachment+front：正确为 脱靶前沿
腊肠不稳定	腊肠不稳定性	deprecated	zh	缺'性'字：应为 腊肠不稳定性
腐蚀	侵蚀	deprecated	zh	非标准：corrosion≠erosion，应为 侵蚀
膛内焊接	孔内焊接	deprecated	zh	非标准：应为 孔内焊接
膨胀关节	膨胀节	forbidden	zh	AI误译joint(节≠关节,医学义)：正确为 膨胀节
膨胀模	气球模	forbidden	zh	误译ballooning：正确为 气球模
自引导电流	自举电流	forbidden	zh	误译bootstrap：正确为 自举电流
自我溅射	自溅射	forbidden	zh	误译self(自≠自我)：正确为 自溅射
自持电流	自举电流	forbidden	zh	误译bootstrap：应为 自举电流
自旋偏振燃料	自旋极化燃料	forbidden	zh	误译polarized：正确为 自旋极化燃料
自由边界均衡	自由边界平衡	forbidden	zh	误译equilibrium：正确为 自由边界平衡
自身溅射	自溅射	deprecated	zh	非标准：应为 自溅射
致动器	执行器	forbidden	zh	误译actuator：正确为 执行器
致密等离子焦点	稠密等离子体焦点	forbidden	zh	缺字'体'：正确为 稠密等离子体焦点
艾克斯艾尔50	EXL-50	forbidden	zh	AI transliteration of EXL acronym
艾克斯艾尔50U	EXL-50U	forbidden	zh	AI transliteration of EXL acronym
艾玛斯	IMAS	forbidden	zh	AI transliteration of acronym
蒙地卡罗方法	蒙特卡罗方法	forbidden	zh	Taiwan transliteration, non-standard
蒙地卡罗法	蒙特卡罗方法	forbidden	zh	Taiwan transliteration, non-standard
蒙特卡罗中子程序	MCNP	forbidden	zh	over-literal expansion used by AI
蒸发屏蔽	蒸汽屏蔽	deprecated	zh	非标准(evaporation≠vapor)：应为 蒸汽屏蔽
蒸发防护	蒸汽屏蔽	forbidden	zh	误译shielding+vapor：正确为 蒸汽屏蔽
蒸气屏蔽	蒸汽屏蔽	deprecated	zh	'蒸气'非标准写法：应为 蒸汽屏蔽
蒸气防护	蒸汽屏蔽	forbidden	zh	误译shielding：正确为 蒸汽屏蔽
蒸汽发电机	蒸汽发生器	forbidden	zh	误译generator：正确为 蒸汽发生器
蒸汽涡轮	汽轮机	forbidden	zh	误译steam+turbine：正确为 汽轮机
蒸汽涡轮机	汽轮机	forbidden	zh	误译turbine：正确为 汽轮机
蒸汽遮蔽	蒸汽屏蔽	forbidden	zh	误译shielding：正确为 蒸汽屏蔽
蚀刻	侵蚀	forbidden	zh	etching≠erosion：正确为 侵蚀
蛇形程序	Serpent	forbidden	zh	literal translation of code name
融化层	熔化层	forbidden	zh	误字融→熔：正确为 熔化层
融化损害	熔化损伤	forbidden	zh	误译melt+damage：正确为 熔化损伤
融合中子	聚变中子	forbidden	zh	误译fusion：正确为 聚变中子
融合换能机构	聚变能源机构	forbidden	zh	误译fusion：正确为 聚变能源机构
融合终端核数据库	FENDL	forbidden	zh	wrong expansion of acronym
融毁	熔化损伤	forbidden	zh	非标准：正确为 熔化损伤
螺旋子电流驱动	螺旋波电流驱动	forbidden	zh	误译helicon：正确为 螺旋波电流驱动
螺旋对称实验	HSX	forbidden	zh	非标准冗译(装置名应保留 HSX)
螺旋形波	螺旋波	forbidden	zh	误译：正确为 螺旋波
螺旋注入	螺旋度注入	forbidden	zh	缺字'度'：正确为 螺旋度注入
螺线波	螺旋波	forbidden	zh	误译helicon(螺旋≠螺线)：正确为 螺旋波
蠕动	蠕变	forbidden	zh	误译creep：材料学应为 蠕变
蠕变疲劳互动	蠕变-疲劳交互	forbidden	zh	AI误译interaction(交互≠互动)：正确为 蠕变-疲劳交互
蠕变疲劳相互作用	蠕变-疲劳交互	deprecated	zh	啰嗦：应为 蠕变-疲劳交互
血浆再循环	燃料再循环	forbidden	zh	AI误译plasma→血浆：正确为 燃料再循环
血浆击穿	等离子体击穿	forbidden	zh	AI误译plasma(等离子体≠血浆)：正确为 等离子体击穿
血浆壁相互作用	等离子体表面相互作用	forbidden	zh	AI误译plasma(等离子体≠血浆)：正确为 等离子体表面相互作用
血浆屏蔽	杂质屏蔽	forbidden	zh	AI误译plasma→血浆：正确为 杂质屏蔽
血浆排气	功率排出	forbidden	zh	AI误译plasma exhaust(等离子体≠血浆)：正确为 功率排出
血浆朝向材料	面向等离子体材料	forbidden	zh	AI误译plasma+facing(等离子体≠血浆)：正确为 面向等离子体材料
血浆材料互作	等离子体-材料互作	forbidden	zh	AI误译plasma(等离子体≠血浆)：正确为 等离子体-材料互作
血浆材料耦合	等离子体-材料互作	forbidden	zh	AI误译plasma(等离子体≠血浆)：正确为 等离子体-材料互作
血浆注入	杂质注入	forbidden	zh	AI误译plasma→血浆：正确为 杂质注入
血浆终止	等离子体终止	forbidden	zh	AI误译plasma(等离子体≠血浆)：正确为 等离子体终止
血浆脱离	等离子体脱靶	forbidden	zh	AI误译plasma(等离子体≠血浆)：正确为 等离子体脱靶
血浆表面相互作用	等离子体表面相互作用	forbidden	zh	AI误译plasma(等离子体≠血浆)：正确为 等离子体表面相互作用
血浆边界	刮削层	forbidden	zh	AI误译plasma+boundary：正确为 刮削层
血浆面材料	面向等离子体材料	forbidden	zh	AI误译plasma(等离子体≠血浆)：正确为 面向等离子体材料
血浆面部件	面向等离子体部件	forbidden	zh	AI误译plasma(等离子体≠血浆)：正确为 面向等离子体部件
衍生空气浓度	导出空气浓度	forbidden	zh	误译derived：正确为 导出空气浓度
表面再结合	表面复合	forbidden	zh	误译recombination(复合≠再结合)：正确为 表面复合
表面剂量率	接触剂量率	deprecated	zh	非标准：应为 接触剂量率
表面变粗	表面粗糙化	forbidden	zh	非标准口语化：正确为 表面粗糙化
表面外貌	表面形貌	forbidden	zh	误译morphology：正确为 表面形貌
表面形态	表面形貌	deprecated	zh	非标准(形貌≠形态)：应为 表面形貌
表面形态学	表面形貌	forbidden	zh	误译morphology(形貌≠形态学)：正确为 表面形貌
表面毛糙	表面粗糙化	deprecated	zh	口语化：应为 表面粗糙化
表面粗化	表面粗糙化	deprecated	zh	非标准：应为 表面粗糙化
表面重组	表面复合	forbidden	zh	误译recombination(复合≠重组)：正确为 表面复合
表面重组合	表面复合	forbidden	zh	误译recombination(复合≠重组合)：正确为 表面复合
表面鼓包	起泡	deprecated	zh	非标准：应为 起泡
衰减热	衰变热	forbidden	zh	误译decay：正确为 衰变热
衰减长度	SOL宽度	deprecated	zh	笼统化：应为 SOL宽度/热流衰减宽度
衰变余热	衰变热	deprecated	zh	非标准混合：应为 衰变热 或 余热
被困粒子	俘获粒子	forbidden	zh	误译trapped：正确为 捕获粒子
被捕粒子	俘获粒子	forbidden	zh	误译trapped：正确为 捕获粒子
裂化	裂纹	forbidden	zh	误译：石化义，聚变应为 裂纹
裂变产量	裂变产额	forbidden	zh	误译yield(产额≠产量)：正确为 裂变产额
裂纹传播速率	裂纹扩展速率	deprecated	zh	非推荐变体：应为 裂纹扩展速率
裂纹增长率	裂纹扩展速率	forbidden	zh	误译growth(扩展≠增长)：正确为 裂纹扩展速率
裂纹成长速率	裂纹扩展速率	forbidden	zh	误译growth(扩展≠成长)：正确为 裂纹扩展速率
裂纹生长率	裂纹扩展速率	forbidden	zh	误译growth(扩展≠生长)：正确为 裂纹扩展速率
装甲瓷砖	装甲瓦	forbidden	zh	误译tile：正确为 装甲瓦
装甲砖	装甲瓦	forbidden	zh	误译tile：正确为 装甲瓦
裸线规	热阴极电离规	forbidden	zh	非标准俗称
西南物理研究所	核工业西南物理研究院	forbidden	zh	误译(研究院≠研究所)：正确为 核工业西南物理研究院
覆盖层	包层	forbidden	zh	误译blanket：正确为 包层
覆盖模块	包层模块	forbidden	zh	误译blanket：正确为 包层模块
解吸	脱附	deprecated	zh	非标准：应为 脱附
解吸附	脱附	forbidden	zh	误译(脱附≠解吸附)：正确为 脱附
解除委任	退役	forbidden	zh	误译commission：正确为 退役
计算流体动力学	计算流体力学	forbidden	zh	误译dynamics(力学≠动力学)：正确为 计算流体力学
记账	计数统计	forbidden	zh	误译tallying：正确为 计数统计
设备平衡	电站辅助系统	forbidden	zh	误译balance：正确为 电站辅助系统
设计基础事故	设计基准事故	forbidden	zh	误译basis：正确为 设计基准事故
诊断口	诊断端口	deprecated	zh	非标准缩略(端口≠口)：应为 诊断端口
诊断港口	诊断端口	forbidden	zh	AI误译port(端口≠港口)：正确为 诊断端口
诊断窗口	诊断端口	forbidden	zh	误译port(端口≠窗口)：正确为 诊断端口
试验毯模块	实验包层模块	forbidden	zh	误译test+blanket：正确为 产氚模块
误差磁场	误差场	deprecated	zh	非标准：应为 误差场
谐振加热	谐波加热	forbidden	zh	误译harmonic：正确为 谐波加热
谐振磁扰动	共振磁扰动	forbidden	zh	误译resonant：聚变应为 共振磁扰动
贝叶斯推理	贝叶斯推断	forbidden	zh	误译inference(推断≠推理)：正确为 贝叶斯推断
负三角变形	负三角形变	forbidden	zh	误译triangularity：正确为 负三角形变
负三角形	负三角形变	forbidden	zh	误译triangularity：正确为 负三角形变
质子	氕	forbidden	zh	误译protium(氕≠质子)：正确为 氕
质子-硼融合	质子-硼聚变	forbidden	zh	误译fusion：正确为 质子-硼聚变
质子硼融合	质子-硼聚变	forbidden	zh	误译fusion：正确为 质子-硼聚变
赤道口	赤道窗口	deprecated	zh	非标准：应为 赤道窗口
赤道端口	赤道窗口	forbidden	zh	误译port：聚变应为 赤道窗口
赫利亚斯	HELIAS	forbidden	zh	wrong transliteration of acronym
赫利孔电流驱动	螺旋波电流驱动	forbidden	zh	误音译helicon：正确为 螺旋波电流驱动
赫利昂能源	Helion Energy	forbidden	zh	误音译(应保留英文)：正确为 Helion Energy
赫利肯波	螺旋波	forbidden	zh	误音译helicon：正确为 螺旋波
起泡现象	起泡	deprecated	zh	啰嗦：应为 起泡
超H模式	超级H模	forbidden	zh	误译super+mode：正确为 超级H模
超X偏滤器	Super-X偏滤器	forbidden	zh	误译Super：正确保留 Super-X偏滤器
超导关节	超导接头	forbidden	zh	误译joint：正确为 超导接头
超导接合	超导接头	forbidden	zh	误译joint：正确为 超导接头
超导磁石	超导磁体	forbidden	zh	错误用词，应为"超导磁体"
超导磁铁	超导磁体	deprecated	zh	规范为"超导磁体"
超蒸发器	超蒸发管	forbidden	zh	误译：正确为 超蒸发管
超超临界CO2循环	超临界二氧化碳循环	forbidden	zh	混淆超/超超临界：正确为 超临界二氧化碳循环
超音速分子束注入	超声分子束注入	forbidden	zh	误译supersonic(超声≠超音速)：正确为 超声分子束注入
跑道电子	逃逸电子	forbidden	zh	误译runaway：正确为 逃逸电子
跑飞电子损伤	逃逸电子损伤	forbidden	zh	误译runaway：正确为 逃逸电子损伤
跨场输运	垂直输运	deprecated	zh	非标准：应为 垂直输运 / 横向输运
路过粒子	通行粒子	forbidden	zh	误译passing：正确为 通行粒子
轨道丢失	轨道损失	forbidden	zh	误译loss：正确为 轨道损失
轫致制动辐射	韧致辐射	forbidden	zh	误译：正确为 韧致辐射
轫致辐射	韧致辐射	forbidden	zh	误用字：轫→韧，正确为 韧致辐射
转动不稳定性	旋转不稳定性	deprecated	zh	非标准：应为 旋转不稳定性
转动磁场	旋转磁场	deprecated	zh	非标准：应为 旋转磁场
转化	嬗变	forbidden	zh	误译transmutation：核物理应为 嬗变
转向器	偏滤器	forbidden	zh	误译divert：正确为 偏滤器
软X光	软X射线	deprecated	zh	非标准(X射线≠X光)：应为 软X射线
软X线	软X射线	deprecated	zh	非标准(X射线≠X线)：应为 软X射线
轻氢	氕	deprecated	zh	非标准：应为 氕
辅助功率	厂用电	forbidden	zh	误译：正确为 厂用电
辅助回路	二回路	forbidden	zh	误译secondary：正确为 二回路
辅助电力	厂用电	forbidden	zh	误译：正确为 厂用电
辉光放电清洁	辉光放电清洗	deprecated	zh	非标准：应为 辉光放电清洗
辉光放电清理	辉光放电清洗	deprecated	zh	非标准：应为 辉光放电清洗
辉光清洗	辉光放电清洗	deprecated	zh	缩略：应为 辉光放电清洗
辐射丢失	辐射损失	forbidden	zh	误译loss：正确为 辐射损失
辐射主导制度	辐射主导区间	forbidden	zh	误译regime(政治义)：正确为 辐射主导区间
辐射主导方案	辐射主导区间	forbidden	zh	误译regime：正确为 辐射主导区间
辐射伤害	辐照损伤	forbidden	zh	误译damage(损伤≠伤害)：正确为 辐照损伤
辐射保护	辐射防护	forbidden	zh	误译protection(防护≠保护)：正确为 辐射防护
辐射偏析	辐照偏析	forbidden	zh	辐照≠辐射(此语境)：正确为 辐照偏析
辐射分流器	辐射偏滤器	forbidden	zh	AI误译divertor(偏滤器≠分流器)：正确为 辐射偏滤器
辐射分离器	辐射偏滤器	forbidden	zh	AI误译divertor(偏滤器≠分离器)：正确为 辐射偏滤器
辐射加权因子	辐射权重因子	forbidden	zh	误译weighting(权重≠加权)：正确为 辐射权重因子
辐射区划	辐射分区	deprecated	zh	非标准(分区≠区划)：应为 辐射分区
辐射后检查	辐照后检验	forbidden	zh	双重误译：正确为 辐照后检验
辐射塌缩	辐射坍塌	deprecated	zh	非标准：应为 辐射坍塌
辐射壁垒	辐射垒	forbidden	zh	误译barrier：正确为 辐射垒
辐射崩溃	辐射坍塌	forbidden	zh	误译collapse：正确为 辐射坍塌
辐射损害	辐照损伤	forbidden	zh	误译damage(损伤≠损害)：正确为 辐照损伤
辐射损耗	辐射损失	deprecated	zh	非标准：应为 辐射损失
辐射权重系数	辐射权重因子	deprecated	zh	非标准(因子≠系数)：应为 辐射权重因子
辐射流	流道串流	forbidden	zh	误译streaming：正确为 流道串流
辐射流动	流道串流	forbidden	zh	误译streaming：正确为 流道串流
辐射热计	辐射计	forbidden	zh	混淆义：正确为 辐射计
辐射硬化	辐照硬化	forbidden	zh	误译：此语境为辐照硬化
辐射硬度	辐照硬化	forbidden	zh	hardening≠hardness+辐照≠辐射：正确为 辐照硬化
辐射脆化	辐照脆化	forbidden	zh	误译irradiation：正确为 辐照脆化
辐射蠕变	辐照蠕变	forbidden	zh	误译irradiation：正确为 辐照蠕变
辐射诱导偏析	辐照偏析	forbidden	zh	误译radiation+induced：正确为 辐照偏析
辐射诱导分离	辐照偏析	forbidden	zh	误译segregation：正确为 辐照偏析
辐射遮蔽	屏蔽	deprecated	zh	非标准：应为 屏蔽
辐射障碍	辐射垒	forbidden	zh	误译barrier：正确为 辐射垒
辐照分离	辐照偏析	forbidden	zh	误译segregation：正确为 辐照偏析
辐照加硬	辐照硬化	forbidden	zh	非标准：正确为 辐照硬化
辐照后检查	辐照后检验	deprecated	zh	非标准：应为 辐照后检验
辐照脆性	辐照脆化	forbidden	zh	误译embrittlement(脆化≠脆性)：正确为 辐照脆化
输运屏障	输运垒	forbidden	zh	误译barrier：正确为 输运垒
边界局部模	边缘局域模	deprecated	zh	应为"边缘局域模"(ELM)
边缘传输屏障	边缘输运垒	forbidden	zh	误译transport+barrier：正确为 边缘输运垒
边缘定域模	边缘局域模	deprecated	zh	非标准：应为 边缘局域模
边缘局部化模式	边缘局域模	forbidden	zh	误译：正确为 边缘局域模
边缘局部模	边缘局域模	forbidden	zh	误译：正确为 边缘局域模
边缘输运屏障	边缘输运垒	forbidden	zh	误译barrier：正确为 边缘输运垒
过夜资本成本	隔夜建设成本	forbidden	zh	误译overnight：正确为 隔夜建设成本
运动Stark效应	运动斯塔克效应	deprecated	zh	非标准：应为 运动斯塔克效应
运动学气球模	动理学气球模	forbidden	zh	误译kinetic：正确为 动理学气球模
运动斯塔克效果	运动斯塔克效应	forbidden	zh	误译effect：正确为 运动斯塔克效应
远程处理	遥操作	forbidden	zh	误译handling：正确为 遥操作
远程检查	远程检测	deprecated	zh	非标准：应为 远程检测
远程维修	遥维护	forbidden	zh	误译maintenance：正确为 遥维护
远程维护	遥维护	deprecated	zh	非标准：应为 遥维护
远红外偏振测量	远红外偏振仪	deprecated	zh	非标准：应为 远红外偏振仪
远红外极化仪	远红外偏振仪	forbidden	zh	误译polarimetry：正确为 远红外偏振仪
连接电阻	接头电阻	deprecated	zh	非标准：应为 接头电阻
连线长度	连接长度	forbidden	zh	误译connection(连接≠连线)：正确为 连接长度
连续体辐射	连续辐射	forbidden	zh	误译continuum(连续≠连续体)：正确为 连续辐射
连续动力学	连续谱动理学	forbidden	zh	误译kinetic：正确为 连续谱动理学
连续谱运动学	连续谱动理学	forbidden	zh	误译kinetic：正确为 连续谱动理学
连通长度	连接长度	forbidden	zh	误译connection(连接≠连通)：正确为 连接长度
连锁损伤	级联损伤	forbidden	zh	误译cascade：正确为 级联损伤
迪娜	DINA	forbidden	zh	AI translates code name as person name
退役成本	退役费用	deprecated	zh	非标准：应为 退役费用
逆剪切阿尔芬本征模	反剪切Alfvén本征模	forbidden	zh	误音译Alfvén+误译reverse(反剪切≠逆剪切)：正确为 反剪切Alfvén本征模
逆磁漂移	抗磁漂移	forbidden	zh	误译dia-：正确为 抗磁漂移
逆磁环	抗磁环	forbidden	zh	误译dia-：正确为 抗磁环
选择性溅射	择优溅射	forbidden	zh	误译preferential(择优≠选择性)：正确为 择优溅射
透平分子泵	涡轮分子泵	deprecated	zh	非标准(涡轮≠透平)：应为 涡轮分子泵
透过	渗透	deprecated	zh	非标准：应为 渗透
通用原子	通用原子能	forbidden	zh	缺字'能'：正确为 通用原子能
通用技术中心	GTC	forbidden	zh	wrong expansion of acronym
通量坐标	磁通坐标	forbidden	zh	generic 通量 ambiguous; use 磁通坐标
通量扩张	磁通膨胀	forbidden	zh	误译flux+expansion：正确为 磁通膨胀
通量放大	磁通放大	forbidden	zh	误译flux：正确为 磁通放大
通量管	磁通管	forbidden	zh	误译flux(磁通≠通量)：正确为 磁通管
通量管模拟	磁通管模拟	forbidden	zh	误译flux(磁通≠通量)：正确为 磁通管模拟
通量表面	磁面	forbidden	zh	误译flux surface：聚变应为 磁面
通量限制	磁通约束	forbidden	zh	误译flux+confinement：正确为 磁通约束
速度调制管	速调管	deprecated	zh	啰嗦：应为 速调管
造型控制	形状控制	forbidden	zh	误译shape：正确为 形状控制
郎缪尔探针	朗缪尔探针	deprecated	zh	人名音译偏差：应为 朗缪尔探针
部件生命周期	部件寿命	forbidden	zh	误译lifetime：正确为 部件寿命
部件资格认证	部件鉴定	forbidden	zh	误译qualification：正确为 部件鉴定
酒桶系统	转运容器	forbidden	zh	误译cask：正确为 转运容器
里希特迈尔-梅什科夫不稳定性	Richtmyer-Meshkov不稳定性	deprecated	zh	音译变体：应为 里奇特迈耶-梅什科夫不稳定性
重新侵蚀	再侵蚀	forbidden	zh	误译re-(再≠重新)：正确为 再侵蚀
重新沉积	再沉积	deprecated	zh	啰嗦：应为 再沉积
重新结晶化	再结晶	forbidden	zh	误译re-(再≠重新)+啰嗦：正确为 再结晶
